2021-02-22,FL,30595,79096
2021-02-22,GA,16835,54883
2021-02-22,HI,431,2210
2021-02-22,ID,1826,6983
2021-02-22,IN,12407,42500
2021-02-22,KS,4643,9103
2021-02-22,KY,4460,18625
2021-02-22,MA,15853,19176
2021-02-22,MD,7732,34493
2021-02-22,ME,658,1508
2021-02-22,MN,6433,25478
2021-02-22,MP,2,4
2021-02-22,MS,6553,8978
2021-02-22,MT,1341,4527
2021-02-22,ND,1468,3860
2021-02-22,NE,2047,6031
2021-02-22,NH,1154,1093
2021-02-22,NJ,22874,63172
2021-02-22,NM,3635,12938
2021-02-22,OH,16874,49492
2021-02-22,OK,4203,23684
2021-02-22,OR,2155,8403
2021-02-22,RI,2466,8815
2021-02-22,SC,8332,19994
2021-02-22,SD,1863,6537
2021-02-22,TN,11153,18311
2021-02-22,UT,1853,14466
2021-02-22,VA,7486,23530
2021-02-22,WA,4822,19033
2021-02-22,WI,6871,25775
2021-02-22,WY,662,1372
2021-02-21,AK,289,1243
2021-02-21,AL,9592,44767
2021-02-21,AR,5357,14540
2021-02-21,AZ,15505,56946
2021-02-21,CO,5892,23169
2021-02-21,FL,30434,78946
2021-02-21,GA,16744,54753
2021-02-21,HI,431,2182
2021-02-21,ID,1826,6983
2021-02-21,IN,12372,42445
2021-02-21,KS,4614,9071
2021-02-21,KY,4447,18601
2021-02-21,MA,15826,19176
2021-02-21,MD,7715,34439
2021-02-21,ME,658,1506
2021-02-21,MN,6432,25455
2021-02-21,MP,2,4
2021-02-21,MS,6553,8978
2021-02-21,MT,1342,4522
2021-02-21,ND,1465,3857
2021-02-21,NE,2047,6034
2021-02-21,NH,1154,1093
2021-02-21,NJ,22858,63108
2021-02-21,NM,3624,12916
2021-02-21,OH,16816,49372
2021-02-21,OK,4181,23667
2021-02-21,OR,2154,8403
2021-02-21,RI,2463,8870
2021-02-21,SC,8324,19966
2021-02-21,SD,1863,6524
2021-02-21,TN,11133,18284
2021-02-21,UT,1852,14445
2021-02-21,VA,7331,23481
2021-02-21,WA,4822,19033
2021-02-21,WI,6871,25743
2021-02-21,WY,662,1369
2021-02-20,AK,289,1243
2021-02-20,AL,9590,44767
2021-02-20,AR,5348,14526
2021-02-20,AZ,15480,56872
2021-02-20,CO,5887,23156
2021-02-20,FL,30339,78840
2021-02-20,GA,16742,54647
2021-02-20,HI,430,2182
2021-02-20,ID,1826,6973
2021-02-20,IN,12336,42378
2021-02-20,KS,4614,9071
2021-02-20,KY,4426,18555
2021-02-20,MA,15779,19176
2021-02-20,MD,7697,34355
2021-02-20,ME,658,1505
2021-02-20,MN,6423,25426
2021-02-20,MP,2,4
2021-02-20,MS,6553,8978
2021-02-20,MT,1341,4517
2021-02-20,ND,1465,3856
2021-02-20,NE,2047,6032
2021-02-20,NH,1153,1092
2021-02-20,NJ,22834,63062
2021-02-20,NM,3610,12901
2021-02-20,OH,16749,49317
2021-02-20,OK,4155,23606
2021-02-20,OR,2149,8403
2021-02-20,RI,2462,8870
2021-02-20,SC,8256,19899
2021-02-20,SD,1859,6509
2021-02-20,TN,11115,18267
2021-02-20,UT,1842,14421
2021-02-20,VA,7197,23436
2021-02-20,WA,4822,18969
2021-02-20,WI,6871,25716
2021-02-20,WY,662,1367
2021-02-19,AK,289,1243
2021-02-19,AL,9573,44767
2021-02-19,AR,5336,14500
2021-02-19,AZ,15421,56732
2021-02-19,CO,5878,23101
2021-02-19,FL,30214,78590
2021-02-19,GA,16610,54434
2021-02-19,HI,430,2182
2021-02-19,ID,1826,6964
2021-02-19,IN,12325,42333
2021-02-19,KS,4614,9071
2021-02-19,KY,4401,18438
2021-02-19,MA,15726,19176
2021-02-19,MD,7677,34265
2021-02-19,ME,656,1503
2021-02-19,MN,6412,25368
2021-02-19,MP,2,4
2021-02-19,MS,6534,8978
2021-02-19,MT,1339,4506
2021-02-19,ND,1465,3847
2021-02-19,NE,2043,6009
2021-02-19,NH,1152,1092
2021-02-19,NJ,22784,62958
2021-02-19,NM,3599,12891
2021-02-19,OH,16693,49213
2021-02-19,OK,4132,23537
2021-02-19,OR,2149,8380
2021-02-19,RI,2376,8870
2021-02-19,SC,8213,19796
2021-02-19,SD,1853,6492
2021-02-19,TN,11064,18235
2021-02-19,UT,1834,14382
2021-02-19,VA,7098,23369
2021-02-19,WA,4803,18934
2021-02-19,WI,6852,25635
2021-02-19,WY,662,1367
2021-02-18,AK,288,1243
2021-02-18,AL,9424,44767
2021-02-18,AR,5323,14469
2021-02-18,AZ,15276,56090
2021-02-18,CO,5864,23047
2021-02-18,FL,29990,78295
2021-02-18,GA,16403,54173
2021-02-18,HI,428,2179
2021-02-18,ID,1817,6947
2021-02-18,IN,12281,42246
2021-02-18,KS,4521,9002
2021-02-18,KY,4373,18314
2021-02-18,MA,15686,19176
2021-02-18,MD,7661,34168
2021-02-18,ME,655,1495
2021-02-18,MN,6404,25341
2021-02-18,MP,2,4
2021-02-18,MS,6531,8978
2021-02-18,MT,1337,4484
2021-02-18,ND,1465,3845
2021-02-18,NE,2025,5997
2021-02-18,NH,1150,1085
2021-02-18,NJ,22721,62835
2021-02-18,NM,3580,12848
2021-02-18,OH,16611,49061
2021-02-18,OK,4112,23464
2021-02-18,OR,2143,8346
2021-02-18,RI,2367,8846
2021-02-18,SC,8155,19701
2021-02-18,SD,1847,6475
2021-02-18,TN,11057,18175
2021-02-18,UT,1813,14343
2021-02-18,VA,7090,23268
2021-02-18,WA,4759,18861
2021-02-18,WI,6816,25556
2021-02-18,WY,662,1364
2021-02-17,AK,288,1238
2021-02-17,AL,9346,44541
2021-02-17,AR,5313,14392
2021-02-17,AZ,15063,55983
2021-02-17,CO,5838,22922
2021-02-17,FL,29824,77994
2021-02-17,GA,16273,53880
2021-02-17,HI,427,2174
2021-02-17,ID,1806,6933
2021-02-17,IN,12250,42086
2021-02-17,KS,4521,9002
2021-02-17,KY,4336,18289
2021-02-17,MA,15623,19176
2021-02-17,MD,7630,34078
2021-02-17,ME,654,1490
2021-02-17,MN,6390,25287
2021-02-17,MP,2,4
2021-02-17,MS,6524,8978
2021-02-17,MT,1334,4477
2021-02-17,ND,1461,3850
2021-02-17,NE,2018,5981
2021-02-17,NH,1148,1083
2021-02-17,NJ,22632,62718
2021-02-17,NM,3562,12790
2021-02-17,OH,16513,48888
2021-02-17,OK,4089,23392
2021-02-17,OR,2138,8298
2021-02-17,RI,2352,8811
2021-02-17,SC,8117,19572
2021-02-17,SD,1844,6466
2021-02-17,TN,10985,18120
2021-02-17,UT,1806,14294
2021-02-17,VA,7075,23179
2021-02-17,WA,4709,18764
2021-02-17,WI,6798,25498
2021-02-17,WY,662,1363
2021-02-16,AK,287,1233
2021-02-16,AL,9257,44541
2021-02-16,AR,5287,14392
2021-02-16,AZ,14981,55865
2021-02-16,CO,5828,22837
2021-02-16,FL,29659,77686
2021-02-16,GA,16174,53658
2021-02-16,HI,426,2174
2021-02-16,ID,1803,6890
2021-02-16,IN,12231,41840
2021-02-16,KS,4406,8923
2021-02-16,KY,4318,18183
2021-02-16,MA,15567,18859
2021-02-16,MD,7612,33980
2021-02-16,ME,651,1487
2021-02-16,MN,6380,25243
2021-02-16,MP,2,4
2021-02-16,MS,6501,8978
2021-02-16,MT,1331,4461
2021-02-16,ND,1461,3845
2021-02-16,NE,2004,5964
2021-02-16,NH,1136,1080
2021-02-16,NJ,22497,62591
2021-02-16,NM,3550,12757
2021-02-16,OH,16453,48739
2021-02-16,OK,4061,23270
2021-02-16,OR,2137,8185
2021-02-16,RI,2344,8786
2021-02-16,SC,8055,19452
2021-02-16,SD,1844,6461
2021-02-16,TN,10954,18063
2021-02-16,UT,1797,14239
2021-02-16,VA,7037,23042
2021-02-16,WA,4675,18643
2021-02-16,WI,6788,25422
2021-02-16,WY,662,1361
2021-02-15,AK,282,1230
2021-02-15,AL,9244,44342
2021-02-15,AR,5275,14355
2021-02-15,AZ,14978,55777
2021-02-15,CO,5826,22812
2021-02-15,FL,29434,77372
2021-02-15,GA,15928,53403
2021-02-15,HI,426,2149
2021-02-15,ID,1803,6890
2021-02-15,IN,12191,41646
2021-02-15,KS,4406,8923
2021-02-15,KY,4291,18086
2021-02-15,MA,15517,18859
2021-02-15,MD,7580,33903
2021-02-15,ME,649,1484
2021-02-15,MN,6378,25197
2021-02-15,MP,2,4
2021-02-15,MS,6464,8902
2021-02-15,MT,1328,4444
2021-02-15,ND,1461,3837
2021-02-15,NE,2003,5962
2021-02-15,NH,1135,1077
2021-02-15,NJ,22466,62454
2021-02-15,NM,3538,12716
2021-02-15,OH,16394,48635
2021-02-15,OK,4041,23256
2021-02-15,OR,2137,8185
2021-02-15,RI,2334,8754
2021-02-15,SC,8034,19421
2021-02-15,SD,1844,6446
2021-02-15,TN,10937,18027
2021-02-15,UT,1796,14209
2021-02-15,VA,7016,22944
2021-02-15,WA,4675,18643
2021-02-15,WI,6749,25340
2021-02-15,WY,647,1356
2021-02-14,AK,282,1230
2021-02-14,AL,9242,44148
2021-02-14,AR,5265,14332
2021-02-14,AZ,14978,55667
2021-02-14,CO,5824,22797
2021-02-14,FL,29275,77255
2021-02-14,GA,15871,53379
2021-02-14,HI,426,2149
2021-02-14,ID,1803,6890
2021-02-14,IN,12173,41604
2021-02-14,KS,4364,8887
2021-02-14,KY,4282,18054
2021-02-14,MA,15484,18859
2021-02-14,MD,7554,33808
2021-02-14,ME,649,1484
2021-02-14,MN,6376,25156
2021-02-14,MP,2,4
2021-02-14,MS,6462,8902
2021-02-14,MT,1327,4439
2021-02-14,ND,1461,3831
2021-02-14,NE,2002,5950
2021-02-14,NH,1133,1075
2021-02-14,NJ,22454,62406
2021-02-14,NM,3529,12679
2021-02-14,OH,16346,48556
2021-02-14,OK,4024,23248
2021-02-14,OR,2137,8185
2021-02-14,RI,2332,8689
2021-02-14,SC,7998,19396
2021-02-14,SD,1844,6438
2021-02-14,TN,10933,18017
2021-02-14,UT,1794,14189
2021-02-14,VA,7012,22906
2021-02-14,WA,4675,18643
2021-02-14,WI,6745,25302
2021-02-14,WY,647,1356
2021-02-13,AK,282,1230
2021-02-13,AL,9242,44148
2021-02-13,AR,5252,14298
2021-02-13,AZ,14948,55559
2021-02-13,CO,5814,22778
2021-02-13,FL,29179,77134
2021-02-13,GA,15850,53340
2021-02-13,HI,425,2149
2021-02-13,ID,1796,6875
2021-02-13,IN,12149,41530
2021-02-13,KS,4364,8887
2021-02-13,KY,4272,17942
2021-02-13,MA,15424,18859
2021-02-13,MD,7536,33728
2021-02-13,ME,647,1476
2021-02-13,MN,6369,25116
2021-02-13,MP,2,4
2021-02-13,MS,6461,8902
2021-02-13,MT,1327,4441
2021-02-13,ND,1461,3828
2021-02-13,NE,2002,5942
2021-02-13,NH,1130,1073
2021-02-13,NJ,22440,62347
2021-02-13,NM,3516,12657
2021-02-13,OH,16340,48492
2021-02-13,OK,3994,23150
2021-02-13,OR,2094,8185
2021-02-13,RI,2329,8689
2021-02-13,SC,7911,19307
2021-02-13,SD,1838,6431
2021-02-13,TN,10902,17997
2021-02-13,UT,1790,14151
2021-02-13,VA,6996,22846
2021-02-13,WA,4675,18604
2021-02-13,WI,6744,25268
2021-02-13,WY,647,1311
2021-02-12,AK,282,1230
2021-02-12,AL,9180,44148
2021-02-12,AR,5212,14278
2021-02-12,AZ,14834,55413
2021-02-12,CO,5790,22703
2021-02-12,FL,29061,76873
2021-02-12,GA,15708,53111
2021-02-12,HI,425,2149
2021-02-12,ID,1791,6852
2021-02-12,IN,12117,41459
2021-02-12,KS,4364,8887
2021-02-12,KY,4253,17929
2021-02-12,MA,15358,18859
2021-02-12,MD,7503,33629
2021-02-12,ME,643,1469
2021-02-12,MN,6362,25047
2021-02-12,MP,2,4
2021-02-12,MS,6429,8902
2021-02-12,MT,1324,4432
2021-02-12,ND,1461,3827
2021-02-12,NE,2002,5936
2021-02-12,NH,1126,1071
2021-02-12,NJ,22393,62221
2021-02-12,NM,3502,12634
2021-02-12,OH,15136,48411
2021-02-12,OK,3959,23085
2021-02-12,OR,2056,8162
2021-02-12,RI,2290,8689
2021-02-12,SC,7894,19205
2021-02-12,SD,1831,6425
2021-02-12,TN,10893,17969
2021-02-12,UT,1785,14103
2021-02-12,VA,6966,22718
2021-02-12,WA,4633,18531
2021-02-12,WI,6734,25197
2021-02-12,WY,647,1311
2021-02-11,AK,280,1227
2021-02-11,AL,9021,43906
2021-02-11,AR,5199,14255
2021-02-11,AZ,14662,55272
2021-02-11,CO,5781,22655
